Title; Year; Original_line; Line_number; Last_word; Last_word_POS
Надпись на могильной плите; 1909; Прости грехи за горести его.Завет любви хранил я в жизни свято:; 4; свято; ADJS
Надпись на могильной плите; 1909; Во дни тоски, наперекор уму,; 5; уму; NOUN
Надпись на могильной плите; 1909; Я не питал змею вражды на брата,; 6; брата; NOUN
Надпись на могильной плите; 1909; Я все простил, по слову Твоему.Я, тишину познавший гробовую,; 7; гробовую; ADJF
Надпись на могильной плите; 1909; Я, воспринявший скорби темноты,; 8; темноты; NOUN
Надпись на могильной плите; 1909; Из недр земных земле благовествую; 9; благовествую; VERB
Надпись на могильной плите; 1909; Глаголы Незакатной Красоты!; 10; Красоты; NOUN
Неугасимая лампада; Год написания не известен; Она молчит, она теперь спокойна.; 1; спокойна; ADJS
Неугасимая лампада; Год написания не известен; Но радость не вернётся к ней: в тот день,; 2; день; NOUN
Неугасимая лампада; Год написания не известен; Когда его могилу закидали; 3; закидали; VERB
Неугасимая лампада; Год написания не известен; Сырой землёй, простилась с нею радость.Она молчит, — её душа теперь; 4; теперь; ADVB
Неугасимая лампада; Год написания не известен; Пуста, как намогильная часовня,; 5; часовня; NOUN
Неугасимая лампада; Год написания не известен; Где над немой гробницей день и ночь; 6; ночь; NOUN
Неугасимая лампада; Год написания не известен; Горит неугасимая лампада.; 7; лампада; NOUN
Никогда вы не воскреснете, не встанете…; 1916; Никогда вы не воскреснете, не встанете; 1; встанете; VERB
Никогда вы не воскреснете, не встанете…; 1916; Из гнилых своих гробов!; 2; гробов; NOUN
Никогда вы не воскреснете, не встанете…; 1916; Никогда на божий лик не глянете,; 3; глянете; VERB
Никогда вы не воскреснете, не встанете…; 1916; Ибо нет восстанья для рабов -; 4; рабов; NOUN
Никогда вы не воскреснете, не встанете…; 1916; Темных слуг корысти, злобы, ярости,; 5; ярости; NOUN
Никогда вы не воскреснете, не встанете…; 1916; Мести, страха, похоти и лжи,; 6; лжи; NOUN
Никогда вы не воскреснете, не встанете…; 1916; Тучных тел и скучной, грязной старости:; 7; старости; NOUN
Никогда вы не воскреснете, не встанете…; 1916; Закопали — и лежи!; 8; лежи; VERB
Балагула; 1907; Балагула убегает и трясет меня.; 1; меня; NPRO
Балагула; 1907; Рыжий Айзик правит парой и сосет тютюн.; 2; тютюн; NOUN
Балагула; 1907; Алый мак во ржи мелькает — лепестки огня.; 3; огня; NOUN
Балагула; 1907; Золотятся, льются нити телеграфных струн.«Айзик, Айзик, вы заснули!» — «Ха! А разве пан; 4; пан; NOUN
Балагула; 1907; Правда, правда. Что мне этот грязный Аккерман?; 6; Аккерман; NOUN
Балагула; 1907; Степь привольна, день прохладен, воздух сух и чист.Был я сыном, братом, другом, мужем и отцом,; 7; отцом; NOUN
Балагула; 1907; Был в довольстве… Все насмарку! Все не то, не то!; 8; то; CONJ
Балагула; 1907; Заплачу за путь венчальным золотым кольцом,; 9; кольцом; NOUN
Балагула; 1907; А потом… Потом в таверну: вывезет лото!; 10; лото; NOUN
Норд-ост; Год написания не известен; Норд-остом жгут пылающие зори.; 1; зори; NOUN
Норд-ост; Год написания не известен; Острей горит Вечерняя звезда.; 2; звезда; NOUN
Норд-ост; Год написания не известен; Зелёное взволнованное море; 3; море; NOUN
Норд-ост; Год написания не известен; Ещё огромней, чем всегда.Закат в огне, звезда дрожит алмазом.; 4; алмазом; NOUN
Норд-ост; Год написания не известен; Нет, рыбаки воротятся не все!; 5; все; PRCL
Норд-ост; Год написания не известен; Ледяно-белым, страшным глазом; 6; глазом; NOUN
Норд-ост; Год написания не известен; Маяк сверкает на косе.; 7; косе; NOUN
Скачет пристяжная, снегом обдает…; 1897; Сонный зимний ветер надо мной поет,; 2; поет; VERB
Скачет пристяжная, снегом обдает…; 1897; В полусне волнуясь, по полю бежит,; 3; бежит; VERB
Скачет пристяжная, снегом обдает…; 1897; Вместе с колокольчиком жалобно дрожит.; 4; дрожит; VERB
Молодой король; 1916; То не красный голубь метнулся; 1; метнулся; VERB
Молодой король; 1916; В черной туче метнулась зарница,; 3; зарница; NOUN
Молодой король; 1916; Осветила плетни и хаты,; 4; хаты; NOUN
Молодой король; 1916; Говорит королю Елена.; 6; Елена; NOUN
Молодой король; 1916; А король на коня садится,; 7; садится; VERB
Молодой король; 1916; Пробует, крепки ль подпруги,; 8; подпруги; NOUN
Молодой король; 1916; Ваша королевская милость,; 10; милость; NOUN
Молодой король; 1916; Пожалейте ваше королевство,; 11; королевство; NOUN
Молодой король; 1916; Не ездите ночью в горы:; 12; горы; NOUN
Молодой король; 1916; Вражий стан, ваша милость, близко.Король молчит, ни слова,; 13; слова; NOUN
Молодой король; 1916; Пробует, крепко ли стремя.; 14; стремя; GRND
Молодой король; 1916; Пожалейте детей своих малых,; 17; малых; ADJF
Молодой король; 1916; Молодую жену пожалейте,; 18; пожалейте; VERB
Молодой король; 1916; Король в ответ ей ни слова,; 20; слова; NOUN
Молодой король; 1916; Разбирает в темноте поводья,; 21; поводья; NOUN
Молодой король; 1916; Смотрит, как светит на горе зарница.И заплакала Елена горько; 22; горько; ADVB
Молодой король; 1916; И сказала королю тихо:; 23; тихо; ADVB
Молодой король; 1916; — Вы у нас ночевали в хате,; 24; хате; NOUN
Молодой король; 1916; Ваша королевская милость,; 25; милость; NOUN
Молодой король; 1916; На беду мою ночевали,; 26; ночевали; VERB
Молодой король; 1916; На мое великое счастье.; 27; счастье; NOUN
Молодой король; 1916; Побудьте еще хоть до света,; 28; света; NOUN
Молодой король; 1916; Гром по горам ходит,; 30; ходит; VERB
Молодой король; 1916; Проливной ливень в лужах плещет,; 31; плещет; VERB
Молодой король; 1916; Синяя зарница освещает; 32; освещает; VERB
Молодой король; 1916; Дождевые длинные иглы.; 33; иглы; NOUN
Молодой король; 1916; Вороненую черноту ночи,; 34; ночи; NOUN
Молодой король; 1916; Мокрые соломенные крыши,; 35; крыши; NOUN
Молодой король; 1916; То ли спросонья, с испугу,; 37; испугу; NOUN
Молодой король; 1916; Король сидит на крыльце хаты.Ах, хороша, высока Елена!; 39; Елена; NOUN
Молодой король; 1916; Смело шагает она по навозу.; 40; навозу; NOUN
Молодой король; 1916; Ловко засыпает коню корма.; 41; корма; NOUN
Сын человеческий; Год написания не известен; Я, Иоанн, ваш брат и соучастник; 1; соучастник; NOUN
Сын человеческий; Год написания не известен; В скорбях и царстве Господа, был изгнан; 2; изгнан; PRTS
Сын человеческий; Год написания не известен; На Патмос за свидетельство Христа.Я осенен был духом в днень воскресный; 3; воскресный; ADJF
Сын человеческий; Год написания не известен; И слышал над собою как бы трубный; 4; трубный; ADJF
Сын человеческий; Год написания не известен; Могучий глас: «Я Альфа и Омега».Я обратился, дабы видеть очи; 5; очи; NOUN
Сын человеческий; Год написания не известен; Того, кто говорит, и обратившись,; 6; обратившись; GRND
Сын человеческий; Год написания не известен; Я видел семь светильников златых.И посреди их пламенников — мужа,; 7; мужа; NOUN
Сын человеческий; Год написания не известен; Подиром облеченного по стану; 8; стану; VERB
Сын человеческий; Год написания не известен; И в поясе из золота — по персям.Его глава и волосы сияли,; 9; сияли; VERB
Сын человеческий; Год написания не известен; Как горный снег, как белая ярина,; 10; ярина; NOUN
Сын человеческий; Год написания не известен; И точно пламень огненный — глаза.Стопы его — халколиван горящий,; 11; горящий; PRTF
Сын человеческий; Год написания не известен; Как будто раскаленные в горниле,; 12; горниле; NOUN
Сын человеческий; Год написания не известен; И глас его был шумом многих вод.Семь звезд в его деснице, меч струился; 13; струился; VERB
Сын человеческий; Год написания не известен; Из уст его, и лик его — как солнце,; 14; солнце; NOUN
Сын человеческий; Год написания не известен; Блистающее в славе сил своих.И, увидав, я пал пред ним, как мертвый.; 15; мертвый; NOUN
С темной башни колокол уныло…; 1922; С темной башни колокол уныло; 1; уныло; ADVB
С темной башни колокол уныло…; 1922; возвещает, что закат угас.; 2; угас; VERB
С темной башни колокол уныло…; 1922; Вот и снова город ночь сокрыла; 3; сокрыла; VERB
С темной башни колокол уныло…; 1922; в мягкий сумрак от усталых глаз.; 4; глаз; NOUN
Дия; 1907; Штиль в безгранично светлом Ак-Денизе.; 1; АкДенизе; NOUN
Дия; 1907; Зацвел миндаль. В ауле тишина; 2; тишина; NOUN
Дия; 1907; И теплый блеск. В мечети на карнизе,; 3; карнизе; NOUN
Дия; 1907; Воркуя, ходят, ходят турмана.На скате, под обрывистым утесом; 4; утесом; NOUN
Дия; 1907; Журчит фонтан. Идут оттуда вниз; 5; вниз; ADVB
Дия; 1907; Уступы крыш по каменным откосам; 6; откосам; NOUN
Дия; 1907; И безграничный виден Ак-Дениз.Она уж там. И весел и спокоен; 7; спокоен; ADJS
Дия; 1907; Взгляд быстрых глаз. Легка, как горный джин.; 8; джин; NOUN
Дия; 1907; Под шелковым бешметом детски строен; 9; строен; PRTS
Дия; 1907; Высокий стан… Она нальет кувшин, На камень сбросит красные папучи; 10; папучи; VERB
Дия; 1907; — Журчи, журчи, звени, родник певучий,; 12; певучий; ADJF
Дия; 1907; Она глядится в зеркало твое!; 13; твое; ADJF
Стон; Год написания не известен; Как розовое море — даль пустынь.; 1; пустынь; NOUN
Стон; Год написания не известен; Как синий лотос — озеро Мерида.; 2; Мерида; NOUN
Стон; Год написания не известен; «Встань, сонный раб, и свой шалаш покинь:; 3; покинь; VERB
Стон; Год написания не известен; Уж озлатилась солнцем пирамида».И раб встаёт. От жёсткого одра; 4; одра; NOUN
Стон; Год написания не известен; Идёт под зной и пламень небосклона.; 5; небосклона; NOUN
Стон; Год написания не известен; Рассвет горит. И в пышном блеске Ра; 6; Ра; None
Стон; Год написания не известен; Вдали звучат стенания Мемнона.; 7; Мемнона; NOUN
Древний образ; 1919; Она стоит в серебряном венце,; 1; венце; NOUN
Древний образ; 1919; С закрытыми глазами. Ни кровинки; 2; кровинки; NOUN
Древний образ; 1919; Нет в голубом младенческом лице; 3; лице; NOUN
Древний образ; 1919; И ручки — как иссохшие тростинки.; 4; тростинки; NOUN
Древний образ; 1919; За нею кипарисы на холмах,; 5; холмах; NOUN
Древний образ; 1919; Небесный град, лепящийся к утесу,; 6; утесу; NOUN
Древний образ; 1919; Под ним же Смерть: на корточках, впотьмах,; 7; впотьмах; ADVB
Древний образ; 1919; Оскалив череп, точит косу.; 8; косу; NOUN
Древний образ; 1919; Но ангелы ликуют в вышине:; 9; вышине; NOUN
Древний образ; 1919; Бессильны, Смерть, твои угрозы!; 10; угрозы; NOUN
Древний образ; 1919; И облака в предутреннем огне; 11; огне; NOUN
Древний образ; 1919; Цветут и округляются, как розы.; 12; розы; NOUN
С корабля; 1907; Для жизни жизнь! Вон пенные буруны; 1; буруны; NOUN
С корабля; 1907; У сизых каменистых берегов.; 2; берегов; NOUN
С корабля; 1907; Вон красный киль давно разбитой шкуны.; 3; шкуны; NOUN
С корабля; 1907; Но радость неба, свет и бирюза,; 5; бирюза; NOUN
С корабля; 1907; И блеск костей лишь радует глаза.; 7; глаза; NOUN
Плоты; 1916; С востока дует холодом, чернеет зыбь реки; 1; реки; NOUN
Плоты; 1916; Напротив солнца низкого и плещет на пески.Проходит зелень бледная, на отмелях кусты,; 2; кусты; NOUN
Плоты; 1916; А ей навстречу — желтые сосновые плоты.А на плотах, что движутся с громадою реки; 3; реки; NOUN
Плоты; 1916; И рдеет красным заревом на холоде закат.; 5; закат; NOUN
Курган разрыт; Год написания не известен; Курган разрыт. В тяжелом саркофаге; 1; саркофаге; NOUN
Курган разрыт; Год написания не известен; Он спит, как страж. Железный меч в руке.; 2; руке; NOUN
Курган разрыт; Год написания не известен; Поют наф ним узорной вязью саги,; 3; саги; NOUN
Курган разрыт; Год написания не известен; Беззвучные, на звучном языке.; 4; языке; NOUN
Курган разрыт; Год написания не известен; Но лик скрыт опущено забрало.; 5; забрало; NOUN
Курган разрыт; Год написания не известен; Но плащ истлел на ржавленой броне.; 6; броне; NOUN
Курган разрыт; Год написания не известен; Был воин, вождь. Но имя Смерть украла; 7; украла; VERB
Курган разрыт; Год написания не известен; И унеслась на черном скакуне.; 8; скакуне; NOUN
Ночь идет, и темнеет; Год написания не известен; Ночь идет — и темнеет; 1; темнеет; VERB
Ночь идет, и темнеет; Год написания не известен; От одежд ее веет; 3; веет; VERB
Ночь идет, и темнеет; Год написания не известен; Ночь идет и поет; 5; поет; VERB
Ночь идет, и темнеет; Год написания не известен; Колыбельную песню; 6; песню; NOUN
Ночь идет, и темнеет; Год написания не известен; И к покою зовет.Грустен взор ее темный,; 7; темный; ADJF
Ночь идет, и темнеет; Год написания не известен; Спи-усни, мое сердце!; 9; сердце; NOUN
Ночь идет, и темнеет; Год написания не известен; Отдохни… Позабудь.; 10; Позабудь; VERB
Солнце полночное, тени лиловые…; 1916; Солнце полночное, тени лиловые; 1; лиловые; ADJF
Солнце полночное, тени лиловые…; 1916; В желтых ухабах тяжелых зыбей.; 2; зыбей; NOUN
Солнце полночное, тени лиловые…; 1916; Солнце не греет — на лица суровые; 3; суровые; ADJF
Солнце полночное, тени лиловые…; 1916; Падает светом холодных лучей.; 4; лучей; NOUN
Всё темней и кудрявей берёзовый лес; Год написания не известен; Все темней и кудрявей березовый лес зеленеет,; 1; зеленеет; VERB
Всё темней и кудрявей берёзовый лес; Год написания не известен; Колокольчики ландышей в чаще зеленой цветут,; 2; цветут; VERB
Всё темней и кудрявей берёзовый лес; Год написания не известен; На рассвете в долинах теплом и черемухой веет,; 3; веет; VERB
Всё темней и кудрявей берёзовый лес; Год написания не известен; О весенние зори и теплые майские росы!; 6; росы; NOUN
Всё темней и кудрявей берёзовый лес; Год написания не известен; О далекая юность моя!; 7; моя; ADJF
Порой среди забот и жизненного шума…; 1900; Порой среди забот и жизненного шума; 1; шума; NOUN
Порой среди забот и жизненного шума…; 1900; Внезапно набежит мучительная дума; 2; дума; NOUN
Порой среди забот и жизненного шума…; 1900; И гонит образ твой из горестной души,; 3; души; NOUN
Порой среди забот и жизненного шума…; 1900; Но только лишь останусь я в тиши,; 4; тиши; NOUN
Порой среди забот и жизненного шума…; 1900; Спокойной мыслью ничем не возмутимый,; 5; возмутимый; PRTF
Порой среди забот и жизненного шума…; 1900; Твой отражаю лик, желанный и любимый.; 6; любимый; ADJF
Океан под ясною луной…; 1911; Океан под ясною луной,; 1; луной; NOUN
Океан под ясною луной…; 1911; Теплой и высокой, бледнолицей,; 2; бледнолицей; ADJF
Океан под ясною луной…; 1911; Льется гладкой, медленной волной,; 3; волной; NOUN
Океан под ясною луной…; 1911; Озаряясь жаркою зарницей.; 4; зарницей; NOUN
Жгли на кострах за пап и за чертей…; 1907; Жгли на кострах за пап и за чертей,; 1; чертей; NOUN
Жгли на кострах за пап и за чертей…; 1907; Живьем бросали в олово и серу; 2; серу; NOUN
Жгли на кострах за пап и за чертей…; 1907; За ад и рай, безверие и веру,; 3; веру; NOUN
Жгли на кострах за пап и за чертей…; 1907; За исчисленье солнечных путей.; 4; путей; NOUN
Рыбалка; 1907; Вода за холодные серые дни в октябре; 1; октябре; NOUN
Рыбалка; 1907; На отмелях спала — прозрачная стала и чистая.; 2; чистая; ADJF
Рыбалка; 1907; В песке обнаженном оттиснулась лапка лучистая:; 3; лучистая; ADJF
Рыбалка; 1907; Рыбалка сидела на утренней ранней заре.В болоте лесном, под высоким коричневым шпажником,; 4; шпажником; NOUN
Рыбалка; 1907; Где цепкая тина с листвою купав сплетена,; 5; сплетена; PRTS
Рыбалка; 1907; Все лето жила, тосковала о дружке она,; 6; она; NPRO
Рыбалка; 1907; И горе забудет. Но жизнь дорожит и рыбалкою:; 8; рыбалкою; NOUN
Рыбалка; 1907; И Груня жалкует, поет… Вспоминай, вспоминай!; 10; вспоминай; VERB
Сирокко; 1916; Гул бури за горой и грохот отдаленных; 1; отдаленных; PRTF
Сирокко; 1916; Полуночных зыбей, бушующих в бреду.; 2; бреду; NOUN
Сирокко; 1916; Звон, непрерывный звон кузнечиков бессонных,; 3; бессонных; ADJF
Сирокко; 1916; И мутный лунный свет в оливковом саду.Как фосфор, светляки мерцают под ногами,; 4; ногами; NOUN
Сирокко; 1916; На тусклой блеске волн, облитых серебром,; 5; серебром; NOUN
Сирокко; 1916; Ныряет гробом челн… Господь смешался с нами; 6; нами; NPRO
Сирокко; 1916; И мчит куда-то мир в восторге бредовом.; 7; бредовом; ADJF
Колибри; Год написания не известен; Трава пестрит — как разглядеть змею?; 1; змею; NOUN
Колибри; Год написания не известен; Зелёный лес раскинул в жарком свете; 2; свете; NOUN
Колибри; Год написания не известен; Они живут в неведенье, в раю.Поют, ликуют, спорят голосами,; 4; голосами; NOUN
Колибри; Год написания не известен; Огнём хвостов… Но стоит невпопад; 5; невпопад; ADVB
Колибри; Год написания не известен; Взглянуть в траву — и прянет пёстрый гад:; 6; гад; NOUN
Колибри; Год написания не известен; Он метко бьёт раскосыми глазами.; 7; глазами; NOUN
Новоселье; Год написания не известен; Весна! Темнеет над аулом.; 1; аулом; NOUN
Новоселье; Год написания не известен; И горный кряж стократным гулом; 3; гулом; NOUN
Новоселье; Год написания не известен; Ответил на громовый гул.Весна! Справляя новоселье,; 4; новоселье; NOUN
Новоселье; Год написания не известен; Она весёлый катит гром; 5; гром; NOUN
Новоселье; Год написания не известен; И будит звучное веселье,; 6; веселье; NOUN
Новоселье; Год написания не известен; И сыплет с неба серебром.; 7; серебром; NOUN
Неуловимый свет разлился над землею…; 1894; Нет солнца, но светлы пруды,; 1; пруды; NOUN
Неуловимый свет разлился над землею…; 1894; стоят зеркалами литыми,; 2; литыми; ADJF
Неуловимый свет разлился над землею…; 1894; и чаши недвижной воды; 3; воды; NOUN
Неуловимый свет разлился над землею…; 1894; совсем бы казались пустыми,; 4; пустыми; ADJF
Неуловимый свет разлился над землею…; 1894; но в них отразились сады.; 5; сады; NOUN
Какая теплая и темная заря!..; 1888; Какая теплая и темная заря!; 1; заря; NOUN
Какая теплая и темная заря!..; 1888; Давным-давно закат, чуть тлея, чуть горя,; 2; горя; NOUN
Какая теплая и темная заря!..; 1888; Померк над сонными весенними полями,; 3; полями; NOUN
Какая теплая и темная заря!..; 1888; И мягкими на все ложится ночь тенями,; 4; тенями; NOUN
Какая теплая и темная заря!..; 1888; В вечерние мечты, в раздумье погрузив; 5; погрузив; GRND
Какая теплая и темная заря!..; 1888; Все, от затихших рощ до придорожных ив,; 6; ив; NOUN
Какая теплая и темная заря!..; 1888; И только вдалеке вечерней тьмой не скрыты; 7; скрыты; ADJS
Какая теплая и темная заря!..; 1888; На горизонте грустные ракиты.; 8; ракиты; NOUN
Какая теплая и темная заря!..; 1888; Над садом облака нахмурившись стоят,; 9; стоят; VERB
Какая теплая и темная заря!..; 1888; Весенней сыростью наполнен тихий сад,; 10; сад; NOUN
Какая теплая и темная заря!..; 1888; Над лугом, над прудом, куда ведут аллеи,; 11; аллеи; NOUN
Какая теплая и темная заря!..; 1888; Ночные облака немного посветлее,; 12; посветлее; COMP
Какая теплая и темная заря!..; 1888; Но в чаще, где, сокрыв весенние цветы,; 13; цветы; NOUN
Какая теплая и темная заря!..; 1888; Склонились кущами зеленые кусты,; 14; кусты; NOUN
Порыжели холмы. Зноем выжжены…; Год написания не известен; Порыжели холмы. Зноем выжжены,; 1; выжжены; PRTS
Порыжели холмы. Зноем выжжены…; Год написания не известен; И так близко обрывы хребтов,; 2; хребтов; NOUN
Порыжели холмы. Зноем выжжены…; Год написания не известен; Поднебесных скалистых хребтов.; 3; хребтов; NOUN
Порыжели холмы. Зноем выжжены…; Год написания не известен; На стене нашей глинистой хижины; 4; хижины; NOUN
Порыжели холмы. Зноем выжжены…; Год написания не известен; Уж не пахнет венок из цветов,; 5; цветов; NOUN
Порыжели холмы. Зноем выжжены…; Год написания не известен; Из заветных засохших цветов.; 6; цветов; NOUN
Порыжели холмы. Зноем выжжены…; Год написания не известен; Море все еще в блеске теряется,; 7; теряется; VERB
Порыжели холмы. Зноем выжжены…; Год написания не известен; Тонет в солнечной светлой пыли:; 8; пыли; NOUN
Порыжели холмы. Зноем выжжены…; Год написания не известен; Что ж так горестно парус склоняется.; 9; склоняется; VERB
Порыжели холмы. Зноем выжжены…; Год написания не известен; Белый парус в далекой дали?; 10; дали; VERB
Порыжели холмы. Зноем выжжены…; Год написания не известен; Ты меня позабудешь вдали.; 11; вдали; ADVB
Мулы; 1916; Под сводом хмурых туч, спокойствием объятых,; 1; объятых; PRTF
Мулы; 1916; Грядой далеких гор, молочно-синеватых,; 3; молочносиневатых; ADJF
Мулы; 1916; На грани мертвых вод лежали облака.Я с острова глядел на море и на тучи,; 4; тучи; NOUN
Мулы; 1916; Остановясь в пути, — и горный путь, виясь; 5; виясь; NOUN
Мулы; 1916; В обрыве сизых скал, белел по дикой круче,; 6; круче; COMP
Мулы; 1916; Где шли и шли они, под ношею клонясь.И звук их бубенцов, размеренный, печальный,; 7; печальный; ADJF
Мулы; 1916; Мне говорил о том, что я в стране чужой,; 8; чужой; ADJF
Мулы; 1916; И душу той страны, глухой, патриархальной,; 9; патриархальной; ADJF
Мулы; 1916; Далёкой для меня, я постигал душой.Вот так же шли они при цезарях, при Реме,; 10; Реме; NOUN
Мулы; 1916; И так же день темнел, и вдоль скалистых круч; 11; круч; NOUN
Мулы; 1916; Лепился городок, сырой, забытый всеми,; 12; всеми; ADJF
Мулы; 1916; И человек скорбел под сводом хмурых туч.; 13; туч; NOUN
Руслан; 1916; Гранитный крест меж сосен, на песчаном; 1; песчаном; ADJF
Руслан; 1916; Крутом кургане. Дальше — золотой; 2; золотой; ADJF
Руслан; 1916; Горячий блеск: там море, там в стеклянном; 3; стеклянном; ADJF
Руслан; 1916; А крест над кем? Да, бают, над Русланом.И сходят наземь с седел псковичи,; 5; псковичи; NOUN
Руслан; 1916; Сымают с плеч тяжелые мечи; 6; мечи; NOUN
Руслан; 1916; И преклоняют шлемы пред курганом,; 7; курганом; NOUN
Руслан; 1916; И зоркая сорока под крестом; 8; крестом; NOUN
Руслан; 1916; И что-то прячет, прячет… Морской простор — в доспехе золотом.; 10; золотом; NOUN
Качка слабых мучит и пьянит…; 1896; Качка слабых мучит и пьянит.; 1; пьянит; VERB
Качка слабых мучит и пьянит…; 1896; Круглое окошко поминутно; 2; поминутно; ADVB
Качка слабых мучит и пьянит…; 1896; гасит, заливает хлябью мутной -; 3; мутной; ADJF
Качка слабых мучит и пьянит…; 1896; и трепещет, мечется магнит.; 4; магнит; NOUN
Стрижи; Год написания не известен; Костёл-маяк, примета мореходу; 1; мореходу; NOUN
Стрижи; Год написания не известен; На рёбрах гор, скалистых и нагих,; 2; нагих; ADJF
Стрижи; Год написания не известен; Звонит зимой, в туман и непогоду,; 3; непогоду; NOUN
Стрижи; Год написания не известен; А нынче — штиль, закат и чист, и тих.Одни стрижи, — как только над горою; 4; горою; NOUN
Стрижи; Год написания не известен; Скользят в пролётах башни и порою; 6; порою; ADVB
Стрижи; Год написания не известен; Чуть слышно будят медь.; 7; медь; NOUN
Пугач; Год написания не известен; Он сел в глуши, в шатре столетней ели.; 1; ели; VERB
Пугач; Год написания не известен; На яркий свет, сквозь ветви и сучки,; 2; сучки; NOUN
Пугач; Год написания не известен; С безумным удивлением глядели; 3; глядели; VERB
Пугач; Год написания не известен; Сверкающие золотом зрачки.Я выстрелил. Он вздрогнул — и бесшумно; 4; бесшумно; ADVB
Пугач; Год написания не известен; Сорвался вниз, на мох корней витых.; 5; витых; ADJF
Пугач; Год написания не известен; Но и во мху блестят, глядят безумно; 6; безумно; ADVB
Пугач; Год написания не известен; Круги зрачков лучисто-золотых.; 7; лучистозолотых; PRTF
Пугач; Год написания не известен; Раскинулись изломанные крылья,; 8; крылья; NOUN
Пугач; Год написания не известен; Но хищный взгляд все так же дик и зол.; 9; зол; NOUN
Пугач; Год написания не известен; И сталь когтей с отчаяньем бессилья; 10; бессилья; NOUN
Пугач; Год написания не известен; Вонзается в ружейный скользкий ствол.; 11; ствол; NOUN
Столп огненный; Год написания не известен; В пустыне раскалённой мы блуждали,; 1; блуждали; VERB
Столп огненный; Год написания не известен; Томительно нам знойный день светил,; 2; светил; VERB
Столп огненный; Год написания не известен; Во мглистые сверкающие дали; 3; дали; VERB
Столп огненный; Год написания не известен; Туманный столп пред нами уходил.Но пала ночь — и скрылся столп туманный,; 4; туманный; ADJF
Столп огненный; Год написания не известен; И Пламенем к земле обетованной; 6; обетованной; ADJF
Столп огненный; Год написания не известен; ? Нам Ягве указует путь!; 7; путь; NOUN
Светло, как днём; Год написания не известен; Светло, как днём, и тень за нами бродит; 1; бродит; VERB
Светло, как днём; Год написания не известен; В нагих кустах. На серебре травы; 2; травы; NOUN
Светло, как днём; Год написания не известен; Луна с небес таинственно обводит; 3; обводит; VERB
Светло, как днём; Год написания не известен; Сияние вкруг темной головы.Остановясь, ловлю твой взор прощальный,; 4; прощальный; ADJF
Светло, как днём; Год написания не известен; И бледный лик, загадочно-печальный,; 6; загадочнопечальный; ADJF
Светло, как днём; Год написания не известен; Под бледною луной не узнаю.; 7; узнаю; VERB
Ветви кедра, вышивки зеленым; Год написания не известен; Ветви кедра — вышивки зеленым; 1; зеленым; ADJF
Ветви кедра, вышивки зеленым; Год написания не известен; темным плюшем, свежим и густым,; 2; густым; ADJF
Ветви кедра, вышивки зеленым; Год написания не известен; сад прозрачный, легкий, точно дым: Яблони и сизые дорожки,; 4; дорожки; NOUN
Ветви кедра, вышивки зеленым; Год написания не известен; изумрудно-яркая трава,; 5; трава; NOUN
Ветви кедра, вышивки зеленым; Год написания не известен; на березах — серые середки; 6; середки; NOUN
Ветви кедра, вышивки зеленым; Год написания не известен; и ветвей плакучих кружева.А на кленах — дымчато-сквозная; 7; дымчатосквозная; ADJF
Ветви кедра, вышивки зеленым; Год написания не известен; с золотыми мушками вуаль,; 8; вуаль; NOUN
Ветви кедра, вышивки зеленым; Год написания не известен; а за ней — долинная, лесная,; 9; лесная; ADJF
Ветви кедра, вышивки зеленым; Год написания не известен; голубая, тающая даль.; 10; даль; NOUN
Священный прах; Год написания не известен; Пыль, по которой Гавриил; 1; Гавриил; NOUN
Священный прах; Год написания не известен; Свой путь незримый совершает; 2; совершает; VERB
Священный прах; Год написания не известен; В полночный час среди могил,; 3; могил; NOUN
Священный прах; Год написания не известен; Целит и мёртвых воскрешает.Прах, на который пала кровь; 4; кровь; NOUN
Священный прах; Год написания не известен; Погибших в битве за свободу,; 5; свободу; NOUN
Священный прах; Год написания не известен; Благоговенье и любовь; 6; любовь; NOUN
Священный прах; Год написания не известен; Внушает мудрому народу.Прильни к нему, благослови; 7; благослови; VERB
Священный прах; Год написания не известен; И в битву мести и любви; 9; любви; NOUN
Священный прах; Год написания не известен; Восстань, как ураган пустыни.; 10; пустыни; NOUN
Лимонное зерно; Год написания не известен; В сырой избушке шорника Лукьяна; 1; Лукьяна; NOUN
Лимонное зерно; Год написания не известен; Старуха-бабка в донышке стакана; 2; стакана; NOUN
Лимонное зерно; Год написания не известен; Растила золотистое зерно.; 3; зерно; NOUN
Лимонное зерно; Год написания не известен; Да, видно, нам не ко двору оно.Лукьян нетрезв, старуха как ребёнок,; 4; ребёнок; NOUN
